atom1 bx by bz nx ny nz
652155 -0.69461 0.522055 -0.49495 29 16 31
652156 -0.725529 0.448315 -0.522132 28 16 31
652157 -0.572462 0.541908 -0.615323 28 16 31
652158 -0.666346 0.741538 0.0781288 28 16 30
652159 -0.538144 0.838632 0.0842507 28 16 31
652160 0.185881 0.960183 0.208559 28 17 31
652161 0.201931 0.947889 0.246435 28 17 31
652162 -0.0595114 0.99412 0.0904653 28 17 31
652163 -0.637218 0.721698 -0.270379 28 17 31
652164 -0.411217 0.895014 -0.17277 28 17 31
652165 0.482927 0.773673 -0.410137 28 18 30
652166 -0.770457 0.600533 -0.213905 28 18 30
652167 -0.750423 0.657248 -0.0699334 28 18 30
652168 -0.783543 0.621161 0.0148198 27 18 30
652169 -0.676657 0.735605 -0.0319648 27 18 30
652170 -0.932169 0.0481563 -0.358807 27 18 30
652171 -0.887689 0.0688947 -0.455261 27 18 30
652172 -0.902074 0.0579007 0.42768 27 18 30
652173 -0.926162 0.0618372 0.372021 26 18 30
652174 -0.930441 0.125783 0.344176 26 18 30
652175 -0.972208 -0.00905845 0.233944 26 18 30
652176 -0.991527 0.0299025 0.126416 26 18 31
652177 -0.998099 -0.0214586 0.0577731 25 18 31
652178 -0.980571 -0.0530811 0.188846 25 18 31
652179 -0.916911 -0.105631 0.38486 25 18 31
652180 -0.932462 -0.293523 0.210615 25 18 31
652181 -0.95922 -0.205816 0.193744 24 18 31
652182 -0.987021 -0.0339679 0.156955 24 18 31
652183 -0.493692 -0.0494486 0.86823 24 18 31
652184 -0.415268 0.0738035 0.906701 24 18 31
652185 -0.388257 0.141531 0.910618 24 18 31
652186 0.506735 0.064815 0.859662 24 18 32
652187 0.964982 -0.152638 0.213335 24 18 32
652188 0.951836 -0.0483237 0.302775 24 18 32
652189 0.795814 0.457238 -0.397006 24 18 32
652190 0.825311 0.428369 -0.367917 25 18 32
652191 0.831893 0.403624 -0.380844 25 19 32
652192 0.824992 0.446996 -0.345808 25 19 32
652193 0.839039 0.361438 -0.406665 25 19 31
652194 0.790179 0.39651 -0.46733 26 19 31
652195 0.776219 0.386515 -0.498087 26 19 31
652196 0.822763 0.345332 -0.45145 26 19 31
652197 0.887404 0.332751 -0.319046 26 19 31
652198 0.852719 0.276765 -0.443026 26 19 31
652199 0.836497 0.175469 -0.519119 27 19 31
652201 -0.62445 -0.444232 0.642433 22 16 21
652202 -0.76639 -0.419361 0.486603 22 16 21
652203 -0.76442 -0.422331 0.487133 22 16 21
652204 -0.709987 -0.400135 0.579491 21 16 21
652205 -0.672556 -0.577025 0.463369 21 15 21
652206 -0.773025 -0.42104 0.474508 21 15 22
652207 -0.762804 -0.450037 0.464324 21 15 22
652208 -0.864248 -0.418139 0.279705 21 15 22
652209 -0.726839 -0.400241 0.558134 20 15 22
652210 -0.832196 -0.423957 0.357365 20 15 22
652211 -0.792581 -0.438573 0.423638 20 15 22
652212 -0.72506 -0.52157 0.449726 20 15 22
652213 -0.724179 -0.433849 0.536041 20 15 22
652214 -0.845396 -0.363854 0.391045 20 14 22
652215 -0.820184 -0.417545 0.391094 19 14 22
652216 -0.774472 -0.489936 0.400196 19 14 23
652217 -0.701491 -0.470563 0.535239 19 14 23
652218 -0.72125 -0.348503 0.598618 19 14 23
652219 -0.806439 -0.400846 0.434717 19 14 23
652220 -0.70428 -0.518194 0.485247 18 14 23
652221 -0.714175 -0.517008 0.471866 18 14 23
652222 -0.686266 -0.657706 0.310583 18 14 23
652223 -0.616368 -0.659606 0.430129 18 13 23
652224 -0.924932 0.191525 0.328358 18 13 23
652225 -0.926598 0.308004 0.215754 18 13 24
652226 -0.541557 0.350199 0.764249 17 13 24
652227 -0.423478 0.904078 0.0575322 17 14 24
652228 -0.3721 0.625277 -0.685981 17 14 24
652229 -0.440647 0.542414 -0.715274 17 14 23
652230 -0.219971 0.535666 -0.815276 17 14 23
652231 -0.210873 0.97649 -0.0447247 17 14 23
652232 0.34586 0.792472 0.502363 17 14 23
652233 0.826222 0.466706 -0.315506 17 15 23
652234 0.604267 0.066976 0.793962 17 15 23
652235 0.686951 0.584254 -0.432141 17 15 23
652236 0.56128 0.701932 -0.43847 18 15 23
652237 -0.0606476 0.701314 -0.710268 18 15 23
652238 -0.0131497 0.72917 -0.684206 18 15 23
652239 -0.0773684 -0.0580263 -0.995313 18 15 23
652240 0.583189 -0.233979 -0.777911 18 15 23
652241 0.471733 -0.202317 -0.858216 18 15 22
652242 0.504125 -0.0967404 -0.858195 18 15 22
652243 0.716128 0.533136 -0.450474 18 15 22
652244 0.644306 0.669994 -0.368751 18 15 22
652245 0.768423 0.430993 -0.473046 18 16 22
652246 0.856454 0.276431 -0.435973 19 16 22
652247 0.848652 0.253755 -0.46411 19 16 22
652248 0.814792 0.259037 -0.518665 19 16 21
652249 0.80983 0.30158 -0.503214 19 16 21
652250 0.706618 0.533045 -0.465354 19 16 21
652251 0.703597 0.509656 -0.495179 20 16 21
652252 0.757914 0.367062 -0.539289 20 16 21
652253 0.664661 0.546264 -0.509727 20 16 21
652254 0.760006 0.431553 -0.485956 20 16 21
652255 0.791299 0.536368 -0.293521 20 17 21
652256 0.783778 0.574058 -0.236956 21 17 21
652257 0.111456 0.514051 -0.850487 21 17 20
652258 0.283271 0.569534 -0.771614 21 17 20
652259 0.291415 0.691475 -0.661014 21 17 20
652260 -0.589474 -0.112694 -0.799888 21 17 20
652261 -0.608969 -0.139436 -0.780842 21 17 20
652262 -0.736306 0.0182757 -0.676402 20 17 19
652263 -0.731596 -0.679698 -0.0527023 20 17 19
652264 -0.857172 -0.514473 -0.0239635 20 17 19
652265 -0.959168 0.250341 0.131631 20 17 19
652266 -0.582251 -0.500748 0.640496 20 17 19
652267 -0.922431 0.173655 0.344913 19 17 20
652268 -0.812522 0.207617 0.544704 19 17 20
652269 -0.732184 0.28851 0.616984 19 17 20
652270 -0.745369 0.0758525 0.662322 19 17 20
652271 -0.019885 -0.29569 0.955077 19 17 20
652272 -0.350297 -0.885645 0.304836 19 17 20
652273 -0.351457 -0.861183 0.367208 19 17 20
652274 -0.332933 -0.834625 0.438814 18 16 21
652275 0.248285 -0.214761 0.944581 18 16 21
652276 0.785013 0.61426 0.0802458 19 16 21
652277 0.646598 0.722954 0.243409 19 16 21
652278 0.119025 0.913455 -0.389144 19 17 21
652279 0.360169 0.75609 -0.546449 19 17 21
652280 0.284392 0.813676 -0.507003 19 17 21
652281 0.284132 0.862372 -0.419027 19 17 20
652282 0.423484 0.772224 -0.473636 19 17 20
652283 0.366617 0.706404 -0.605463 19 18 20
652284 0.345954 0.617472 -0.706431 19 18 20
652285 0.357959 0.556373 -0.749876 19 18 20
652286 0.435016 0.697614 -0.569294 20 18 20
652287 0.452937 0.702876 -0.548465 20 18 20
652288 0.421771 0.731157 -0.536207 20 18 19
652289 0.380356 0.722996 -0.57672 20 19 19
652290 0.402415 0.72731 -0.555951 20 19 19
652291 0.362271 0.749908 -0.553532 20 19 19
652292 0.476881 0.725034 -0.4969 20 19 19
652293 0.403394 0.701312 -0.587737 20 19 19
652294 0.398608 0.767316 -0.502333 20 20 19
652295 0.367477 0.728384 -0.578288 20 20 19
652296 0.376405 0.719143 -0.584083 21 20 18
652297 0.534344 0.60265 -0.592697 21 20 18
652298 0.513843 0.595355 -0.617671 21 20 18
652299 0.570283 0.5749 -0.586743 21 20 18
652463 0.951239 0.0208952 -0.307748 32 30 32
652464 0.224487 -0.170176 -0.959503 32 30 32
652465 0.174839 -0.0418417 -0.983708 32 30 32
652466 -0.350452 0.45343 -0.819503 32 30 32
652467 -0.334786 0.526357 -0.78158 32 30 32
652468 -0.843533 0.175697 0.507526 32 31 32
652469 -0.943214 0.0426404 0.329438 32 31 32
652470 -0.985026 0.00229853 0.17239 31 31 32
652471 -0.95506 -0.0221481 0.295584 31 31 32
652472 -0.922324 -0.0410286 0.384233 31 31 32
652473 -0.896886 -0.0548075 0.438852 31 31 32
652474 -0.941802 -0.119736 0.314121 30 31 32
652475 -0.950931 0.00331335 0.309384 30 31 32
652476 -0.954008 -0.0921279 0.285273 30 31 32
652477 -0.962146 -0.207541 0.176639 30 30 32
652478 -0.968748 -0.095303 0.229006 29 30 32
652479 -0.968172 -0.0204205 0.24945 29 30 32
652487 -0.697741 0.633503 0.334412 27 31 32
652501 -0.584185 0.663033 0.468097 15 16 19
652502 -0.790369 0.511836 0.336661 15 16 19
652503 -0.760948 0.565777 0.317577 14 16 20
652504 -0.728338 0.538222 0.424076 14 17 20
652505 -0.805179 0.512985 0.297544 14 17 20
652506 -0.813936 0.420001 0.401382 14 17 20
652507 -0.775541 0.570518 0.270268 14 17 20
652508 -0.804953 0.532603 0.261505 13 17 20
652509 -0.732961 0.633002 0.249151 13 17 20
652510 -0.692874 0.667089 0.273712 13 17 20
652511 -0.606447 0.707555 0.362751 13 17 20
652512 -0.522881 0.757102 0.391653 13 18 20
652513 0.487268 0.813517 -0.317426 13 18 20
652514 0.591203 0.175919 -0.787103 13 18 20
652515 0.263614 0.881543 -0.39165 13 18 20
652516 0.418077 0.826821 -0.37627 13 18 20
652517 0.29597 0.766463 -0.570031 13 19 20
652518 0.351893 0.797689 -0.489758 13 19 20
652519 0.279778 0.804108 -0.524533 13 19 19
652520 0.290953 0.768123 -0.57038 13 19 19
652521 0.330067 0.802201 -0.497523 14 19 19
652522 0.456659 0.746531 -0.483894 14 20 19
652523 0.555675 0.720713 -0.414485 14 20 19
652524 0.454497 0.80612 -0.378949 14 20 19
652525 0.538407 0.675963 -0.503182 14 20 19
652526 0.495494 0.779712 -0.3828 14 20 19
652527 0.403003 0.772286 -0.491083 14 20 19
652528 0.329117 0.787161 -0.521593 14 21 18
652529 0.429233 0.720577 -0.544543 14 21 18
652530 0.361228 0.789187 -0.496688 15 21 18
652531 0.535001 0.694819 -0.480624 15 21 18
652532 0.432327 0.737269 -0.519161 15 21 18
652533 0.333159 0.857879 -0.391214 15 22 18
652534 0.366082 0.76869 -0.524499 15 22 18
652535 0.287276 0.820135 -0.494824 15 22 18
652536 0.239836 0.918223 -0.31519 15 22 17
652537 0.0141886 0.433184 -0.901194 15 22 17
652538 -0.49227 -0.349147 -0.79735 15 22 17
652539 -0.427042 -0.436029 -0.792158 15 22 17
652540 -0.493622 -0.55254 0.671593 15 22 17
652541 -0.368926 -0.557968 0.743347 15 22 17
652542 -0.335402 -0.722175 0.604953 15 22 17
652543 -0.396304 -0.794397 0.460301 15 22 17
652544 -0.389514 -0.797937 0.459973 14 21 18
652545 -0.357411 -0.795319 0.489617 14 21 18
652546 -0.350273 -0.763475 0.5426 14 21 18
652547 -0.424374 -0.784918 0.451454 14 21 18
652548 -0.334634 -0.836397 0.43412 14 21 18
652549 -0.183689 -0.920849 0.343941 14 20 18
652550 0.613352 -0.632475 0.473048 14 20 18
652551 0.447345 -0.759094 0.472926 14 20 18
652552 -0.393104 -0.726405 0.563742 14 20 18
652553 -0.465929 -0.777441 0.422487 14 20 19
652554 -0.530732 -0.754337 0.386392 14 20 19
652555 -0.437763 -0.795448 0.419078 14 19 19
652556 -0.411021 -0.78007 0.471755 14 19 19
652557 -0.418922 -0.753665 0.506452 14 19 19
652558 -0.283449 -0.802781 0.524595 14 19 19
652559 -0.382445 -0.829048 0.407941 13 19 19
652560 -0.343751 -0.821571 0.454815 13 18 19
652561 -0.0202597 -0.756085 0.65416 13 18 19
652562 -0.0176304 -0.746555 0.66509 13 18 20
652563 -0.00220023 -0.844687 0.535255 13 18 20
652564 -0.325633 -0.564197 -0.758712 13 18 20
652565 0.540237 -0.0857649 -0.837131 13 18 20
652566 0.886448 0.433116 -0.163159 13 18 19
652567 0.938671 0.321791 -0.123886 14 18 19
652568 0.780413 -0.181473 0.59835 14 18 19
652569 0.626523 -0.0841985 0.774842 14 18 20
652570 0.579918 0.0839815 0.810334 14 18 20
652571 0.539239 0.0536976 0.840439 14 18 20
652572 0.619136 -0.00358573 0.785275 14 18 20
652573 0.385369 0.859713 -0.335237 15 18 20
652574 0.351625 0.850797 -0.390517 15 18 20
652575 0.441445 0.744424 -0.500958 15 18 20
652576 0.476703 0.6257 -0.617458 15 18 20
652577 0.352143 0.740255 -0.572729 15 19 20
652578 0.447827 0.729039 -0.517641 15 19 20
652579 0.324215 0.82085 -0.470202 15 19 20
652580 0.322631 0.752474 -0.574188 15 19 19
652581 0.337701 0.811396 -0.47707 15 19 19
652582 0.485564 0.675329 -0.55512 15 19 19
652583 0.489328 0.729108 -0.478497 16 20 19
652584 0.466455 0.677648 -0.568518 16 20 19
652585 0.491209 0.746546 -0.448756 16 20 19
652586 0.386553 0.76945 -0.508452 16 20 19
652587 0.292794 0.821911 -0.488604 16 20 19
652588 0.451389 0.766685 -0.456554 16 21 18
652589 0.447067 0.748813 -0.489296 16 21 18
652590 0.415112 0.694754 -0.587367 16 21 18
652591 0.329229 0.777635 -0.535623 16 21 18
652592 0.370889 0.788591 -0.490475 17 21 18
652593 0.54143 0.708711 -0.452308 17 21 18
652594 0.325011 0.726446 -0.605512 17 22 18
652595 0.498459 0.718064 -0.485719 17 22 18
652596 0.404862 0.698841 -0.589667 17 22 17
652597 0.487184 0.723371 -0.489272 17 22 17
652598 0.553746 0.744693 -0.372554 17 22 17
652599 0.668521 0.669126 -0.324578 17 23 17
652601 0.125388 0.646438 -0.752593 10 20 16
652602 0.156074 0.574393 -0.803563 10 21 16
652603 -0.0733921 0.47513 -0.876849 10 21 15
652604 0.0114413 0.470459 -0.882347 10 21 15
652605 0.0190608 0.613913 -0.789143 10 21 15
652606 -0.0202784 0.661385 -0.749773 10 21 15
652607 0.078186 0.535245 -0.841071 10 21 14
652608 -0.0544963 0.592925 -0.803412 10 21 14
652609 0.0259516 0.536848 -0.84328 10 22 14
652610 0.0581754 0.628449 -0.775672 10 22 14
652611 -0.00839904 0.794916 -0.606662 10 22 14
652612 -0.0593734 0.751126 -0.657483 10 22 14
652613 0.0403509 0.734672 -0.677221 10 22 13
652614 -0.288026 0.664063 -0.689972 10 23 13
652615 -0.144968 0.619487 -0.771505 10 23 13
652616 -0.269183 0.537466 -0.799169 10 23 13
652617 0.683322 0.603291 -0.411231 10 23 13
652618 0.30706 0.9152 0.261006 11 23 13
652619 0.972305 0.163668 0.16684 11 23 13
652620 0.972388 0.167716 0.162273 11 23 13
652621 0.985229 -0.0507942 0.163537 11 23 13
652622 0.928929 -0.122114 0.34954 11 23 13
652623 0.960692 -0.0162061 0.277144 12 23 13
652624 0.985155 0.0229841 0.170123 12 23 13
652625 0.588411 0.755638 0.287722 12 23 13
652626 0.135288 0.530922 0.836552 12 24 13
652627 0.294527 -0.814788 0.499374 12 24 13
652628 -0.126454 -0.22444 0.966248 12 23 14
652629 -0.119908 -0.351477 0.928486 12 23 14
652630 -0.144148 -0.507912 0.849262 12 23 14
652631 -0.193907 -0.522978 0.829997 12 23 14
652632 -0.172794 -0.540843 0.823184 12 23 14
652633 -0.0407538 -0.552965 0.832207 12 23 15
652634 -0.042256 -0.498003 0.866145 12 23 15
652635 0.0974814 -0.655023 0.749294 12 23 15
652636 -0.0681562 -0.378901 0.922924 12 22 15
652637 -0.151 -0.422038 0.893914 12 22 15
652638 -0.0584734 -0.425994 0.902834 12 22 16
652639 -0.136249 -0.38372 0.913343 12 22 16
652640 -0.159466 -0.396052 0.904275 12 22 16
652641 -0.134552 -0.412381 0.901021 12 22 16
652642 -0.311896 -0.379031 0.871238 12 22 17
652643 -0.407696 -0.270728 0.872061 12 22 17
652644 0.504716 -0.346674 0.79062 12 22 17
652645 0.766812 0.434849 0.472128 12 22 17
652646 0.333061 0.618745 -0.711494 12 22 17
652647 0.305548 0.506297 -0.806414 12 22 17
652648 0.421567 0.547452 -0.722895 12 22 17
652649 0.31828 -0.230888 -0.91945 12 22 17
652650 0.172005 0.540644 -0.823479 12 22 16
652651 0.0254855 0.466669 -0.884065 12 22 16
652652 0.125605 0.344173 -0.930467 12 22 16
652653 0.0197917 0.337709 -0.941043 12 22 16
652654 0.156799 0.28975 -0.944171 12 23 15
652655 0.114086 0.427285 -0.89689 12 23 15
652656 0.119578 0.444506 -0.887759 13 23 15
652657 0.0089385 0.502842 -0.864332 13 23 15
652658 0.0227558 0.411556 -0.911101 13 23 15
652659 0.388749 0.897715 -0.207319 13 23 14
652660 0.407889 0.900238 -0.152308 13 23 14
652661 -0.0994105 0.273223 0.9568 13 23 14
652662 0.418352 0.712784 0.562957 13 24 15
652663 0.310508 0.528309 -0.790237 13 24 15
652664 -0.698186 0.404521 -0.590676 13 24 14
652665 -0.951098 0.305565 0.0451934 13 24 14
652666 -0.946557 0.214656 0.240734 12 24 14
652667 -0.859081 -0.458249 -0.228008 12 24 14
652668 -0.0953831 -0.420238 0.902387 12 24 14
652669 -0.246384 -0.515892 0.820457 12 24 15
652670 -0.161039 -0.421152 0.892579 12 24 15
652671 -0.186054 -0.597255 0.780173 12 24 15
652672 -0.207003 -0.385878 0.899026 12 23 15
652673 -0.327317 -0.542111 0.773938 12 23 16
652674 -0.271688 -0.541417 0.795647 12 23 16
652675 -0.150541 -0.571822 0.806447 12 23 16
652676 -0.140743 -0.605701 0.783146 12 23 16
652677 -0.19234 -0.564437 0.802755 12 23 16
652678 -0.328637 -0.537964 0.776268 12 23 17
652679 -0.66343 -0.169856 0.728704 11 22 17
652680 -0.521208 0.0577799 0.851471 11 22 17
652681 0.326215 -0.315633 0.891044 11 22 17
652682 0.111426 -0.413138 0.903826 11 22 17
652683 0.0730971 -0.977231 0.199187 11 22 18
652684 0.358445 -0.795773 -0.488121 11 22 17
652685 0.0264368 0.0108785 -0.999591 11 22 17
652686 -0.0541901 0.182397 -0.981731 11 22 17
652687 0.0597395 0.3469 -0.935998 11 22 17
652688 0.10606 0.525744 -0.844005 11 22 17
652689 0.23763 0.512913 -0.824895 11 22 16
652690 0.236188 0.494861 -0.836258 12 22 16
652691 0.24057 0.474621 -0.846677 12 22 16
652692 0.17213 0.417755 -0.892106 12 23 16
652693 0.189152 0.546167 -0.816041 12 23 16
652694 0.146256 0.540881 -0.828285 12 23 15
652695 0.168516 0.504683 -0.846698 12 23 15
652696 0.0309501 0.578488 -0.815104 12 23 15
652697 0.228859 0.602748 -0.764407 12 23 15
652698 0.141478 0.563318 -0.814037 12 23 15
652699 -0.055931 0.488568 -0.870731 12 23 14
652722 -0.681111 0.275952 0.678188 32 31 19
652723 -0.825068 0.241834 0.510665 32 31 20
652724 -0.777839 0.353916 0.519335 32 31 20
652725 -0.71561 0.48502 0.50265 32 31 20
652726 -0.723355 0.484952 0.491508 32 31 20
652727 -0.699545 0.488758 0.521299 31 31 20
652728 -0.7102 0.539485 0.452297 31 31 20
652729 -0.453722 -0.22796 0.861493 31 31 20
652730 0.0975723 0.550849 0.828882 31 31 21
652731 -0.220905 -0.00173334 0.975294 31 31 21
652732 -0.355989 -0.112407 0.927705 31 31 21
652733 -0.248837 0.127521 0.960114 31 31 21
652734 -0.223779 0.84038 0.493643 31 31 21
652735 -0.0370556 0.832962 0.552088 31 32 22
652736 -0.0913905 0.883442 0.459541 31 32 22
652737 0.513229 0.317889 0.797209 31 32 22
652738 0.577033 0.295598 0.761351 31 32 22
652739 0.568853 0.142213 0.81005 31 32 22
652740 0.537932 0.0325959 0.842358 31 32 23
652741 0.492512 -0.0955221 0.865048 31 32 23
652742 0.49312 0.0516145 0.868429 32 32 23
652743 0.597798 0.143026 0.788785 32 32 23
652744 0.545541 0.078101 0.834437 32 32 23
652745 0.443181 0.0666515 0.893951 32 32 24
652746 0.373209 0.0405163 0.926862 32 32 24
652747 0.508652 -0.0753788 0.857666 32 32 24
652748 0.598399 -0.127336 0.791015 32 32 24
652749 0.632323 -0.182401 0.752926 32 32 24
652750 -0.0880055 -0.390151 0.916535 32 32 25
652751 -0.207666 -0.554905 0.805578 32 32 25
652752 -0.0265338 -0.803793 0.594316 32 32 25
652753 0.0642265 0.0307795 0.997461 32 32 25
652754 -0.768645 -0.179208 0.61406 32 32 25
652755 -0.924194 -0.145061 0.353301 32 32 26
652756 -0.933406 -0.0195861 0.358287 32 32 26
652757 -0.924582 -0.198849 0.324972 32 32 26
652758 -0.95189 -0.107711 0.286885 31 32 26
652759 -0.981118 -0.142461 0.130816 31 31 26
652760 -0.970669 -0.0289722 0.238666 31 31 26
652761 -0.97468 -0.137014 0.17671 31 31 26
652762 -0.922911 -0.0736605 0.377902 30 31 26
652763 -0.896459 0.0642163 0.438449 30 31 26
652764 -0.8844 -0.0259884 0.466006 30 31 26
652765 -0.942061 -0.216596 0.256141 30 31 26
652766 -0.939371 -0.168083 0.298882 30 31 26
652767 -0.950434 -0.111044 0.290422 29 31 26
652768 -0.939821 0.00158821 0.341663 29 31 27
652769 -0.944715 0.00860469 0.327779 29 31 27
652770 -0.969905 0.0485444 0.238595 29 31 27
652771 -0.929509 0.0981991 0.355485 28 31 27
652772 -0.967112 0.0632671 0.246355 28 31 27
652773 -0.989774 0.0365179 0.13789 28 31 27
652774 -0.961158 0.123352 0.246901 28 31 27
652775 -0.910442 -0.0329239 0.412323 27 31 27
652776 -0.91052 -0.0557166 0.409693 27 31 27
652777 -0.988024 0.00653762 0.154161 27 31 27
652778 -0.961276 -0.0492809 0.271145 27 31 27
652779 -0.935389 0.10896 0.336415 26 31 27
652780 -0.920091 0.0936528 0.380345 26 31 27
652781 -0.910334 -0.0663035 0.408528 26 31 27
652782 -0.884648 -0.150129 0.441428 26 31 28
652783 -0.696148 -0.592367 0.405561 26 31 28
652784 0.0461752 -0.781993 0.621574 26 31 28
652785 0.348592 -0.788429 -0.506817 26 31 28
652786 0.339662 -0.911324 -0.232634 26 31 28
652787 0.932878 -0.210003 -0.29264 26 31 28
652788 0.9025 -0.121823 -0.413101 26 31 28
652789 0.958359 0.0777361 -0.274784 26 31 28
652790 0.962076 -0.018811 -0.272132 27 31 27
652791 0.967865 0.0257356 -0.25015 27 31 27
652792 0.934607 -0.169563 -0.312665 27 31 27
652793 0.979137 -0.103243 -0.175021 27 30 27
652794 0.975633 -0.00736565 -0.219286 27 30 27
652795 0.956196 0.141576 -0.256214 28 30 27
652796 0.944999 0.199656 -0.259063 28 31 27
652797 0.934782 -0.0613226 -0.349888 28 31 27
652798 0.94129 -0.0659838 -0.331087 28 31 27
652799 0.921345 -0.0765558 -0.381133 29 31 27
652801 0.694758 -0.65488 -0.297394 11 16 25
652802 0.701566 -0.65969 -0.26947 11 16 25
652803 0.698908 -0.636924 -0.325354 11 16 25
652804 0.67579 -0.676116 -0.293555 12 16 24
652805 0.589497 -0.770846 -0.241433 12 16 24
652806 0.782176 -0.59829 -0.173924 12 15 24
652807 0.776648 -0.617338 -0.12535 12 15 24
652808 0.670714 -0.662619 -0.333284 12 15 24
652809 0.68613 -0.604298 -0.405029 12 15 24
652810 0.817078 -0.548662 -0.177069 13 15 24
652811 0.737747 -0.614248 -0.280052 13 15 24
652812 0.71975 -0.675708 -0.159305 13 14 24
652813 0.755877 -0.594423 -0.274429 13 14 24
652814 0.705417 -0.644156 -0.295721 13 14 24
652815 0.78499 -0.528382 -0.323424 14 14 24
652816 0.758645 -0.593155 -0.26949 14 14 24
652817 0.808562 -0.583197 -0.0781604 14 14 24
652818 0.795897 -0.543914 -0.265904 14 14 24
652819 0.410385 0.0208533 -0.911674 14 13 23
652820 -0.521124 0.786435 -0.331588 14 14 23
652821 -0.408084 0.869943 -0.276887 14 14 23
652822 -0.865154 0.396258 0.307389 14 14 23
652823 -0.857715 0.44665 0.254615 14 14 23
652824 -0.829934 0.526101 0.185546 14 14 23
652825 -0.718668 0.65323 0.238341 13 14 23
652826 -0.726877 0.606636 0.321936 13 14 24
652827 -0.765045 0.598721 0.237149 13 15 24
652828 -0.680649 0.624119 0.383657 13 15 24
652829 -0.767701 0.596335 0.234564 13 15 24
652830 -0.70247 0.650592 0.288557 12 15 24
652831 -0.807516 0.582421 0.0932901 12 15 24
652832 -0.824816 0.551259 0.125663 12 15 24
652833 -0.709969 0.662658 0.238387 12 16 24
652834 -0.697009 0.6276 0.346837 12 16 24
652835 -0.721068 0.603427 0.340495 11 16 24
652836 -0.575864 0.720784 0.385812 11 16 24
652837 -0.601833 0.748319 0.278954 11 16 24
652838 -0.693625 0.701135 0.165208 11 16 24
652839 -0.614621 0.708044 0.347728 11 17 24
652840 -0.629955 0.756226 0.176861 11 17 24
652841 0.240615 0.966446 0.0899236 11 17 24
652842 0.349531 0.894624 0.278345 11 17 25
652843 0.248941 0.923325 0.292403 11 17 25
652844 -0.141877 0.272825 0.951545 11 18 25
652845 -0.225665 0.136599 0.964581 11 18 25
652846 -0.137801 0.0863329 0.98669 11 18 25
652847 0.201054 0.0199315 0.979377 11 18 25
652848 0.323674 -0.00999488 0.946116 11 18 26
652849 0.232276 -0.0447857 0.971618 11 18 26
652850 0.218677 -0.100895 0.970567 11 18 26
652851 0.290007 -0.858553 0.422828 11 18 26
652852 0.360316 -0.824256 0.436777 11 17 26
652853 0.340721 -0.858633 0.382959 11 17 27
652854 0.263301 -0.868866 0.419219 11 17 27
652855 0.419243 -0.820798 -0.387976 11 17 27
652856 -0.0352214 -0.387949 -0.921008 11 17 26
652857 0.708662 -0.556769 -0.433367 11 16 26
652858 0.788684 -0.557644 -0.258865 12 16 26
652859 0.687174 -0.67064 -0.279347 12 16 26
652860 0.680336 -0.699433 -0.218942 12 16 26
652861 0.623627 -0.750899 -0.217345 12 16 26
652862 0.531609 -0.826947 -0.183171 12 16 26
652863 0.627713 -0.753752 -0.194511 12 15 26
652864 0.662331 -0.642219 -0.385839 13 15 26
652865 0.64854 -0.724305 -0.234048 13 15 26
652866 0.573279 -0.783251 -0.24056 13 15 26
652867 0.641255 -0.755823 -0.13238 13 15 26
652868 0.611899 -0.758491 -0.224212 13 15 26
652869 0.653985 -0.690285 -0.309533 13 14 26
652870 0.729479 -0.591046 -0.344275 14 14 26
652871 0.713441 -0.575574 -0.399645 14 14 25
652872 0.682662 -0.692343 -0.233739 14 14 25
652873 0.617566 -0.732692 -0.285964 14 14 25
652874 0.730218 -0.558608 -0.393368 14 14 25
652875 0.736511 -0.551457 -0.391722 14 13 25
652876 -0.0633665 -0.602624 -0.795506 14 13 25
652877 -0.0444299 0.234459 -0.97111 14 13 25
652878 0.0200468 0.342184 -0.939419 14 13 24
652879 -0.881646 0.468806 0.0540521 14 13 24
652880 -0.804406 0.580566 0.125994 14 14 24
652881 -0.651801 0.709082 0.268994 14 14 24
652882 -0.802733 0.500355 0.324444 14 14 25
652883 -0.751515 0.638531 0.165838 14 14 25
652884 -0.518434 0.796518 0.311102 13 14 25
652885 -0.663692 0.677836 0.316309 13 14 25
652886 -0.723952 0.658046 0.207046 13 14 25
652887 -0.703266 0.666976 0.24609 13 15 25
652888 -0.787346 0.508409 0.348723 13 15 25
652889 -0.722377 0.623 0.30007 13 15 25
652890 -0.73473 0.630912 0.249244 12 15 25
652891 -0.791133 0.601721 0.109734 12 15 25
652892 -0.679945 0.665322 0.308256 12 15 25
652893 -0.594814 0.715656 0.366106 12 16 25
652894 -0.543782 0.771186 0.331019 12 16 25
652895 -0.613903 0.743578 0.26498 12 16 25
652896 -0.656773 0.72357 0.21236 11 16 25
652897 -0.583499 0.757322 0.293243 11 16 26
652898 -0.64964 0.739457 0.176554 11 17 26
652899 -0.649165 0.755379 0.0893731 11 17 26
652901 -0.440072 -0.71932 -0.537509 18 13 32
652902 -0.483396 -0.639164 -0.598162 18 13 31
652903 -0.385672 -0.661604 -0.643068 18 13 31
652904 -0.399808 -0.618992 -0.67602 18 13 31
652905 -0.40796 -0.517623 -0.752087 18 13 31
652906 -0.38489 -0.558615 -0.734717 18 12 31
652907 -0.524478 -0.523665 -0.67134 18 12 31
652908 -0.433516 -0.571368 -0.696852 18 12 30
